z_center_nm,z_left_nm,z_right_nm,rho_density
-8.408010711669922,-9.998565673828125,-6.817455749511719,0.0
-5.226900787353516,-6.817455749511719,-3.6363458251953125,2.065110361473952e-06
-2.045790863037109,-3.6363458251953125,-0.45523590087890575,5.874091694859241e-05
1.1353190612792972,-0.45523590087890575,2.7258740234375,0.00036942529799700706
4.316428985595703,2.7258740234375,5.906983947753906,0.0004664854849862828
7.49753890991211,5.906983947753906,9.088093872070313,0.0005307333628988055
10.678648834228516,9.088093872070313,12.26920379638672,0.0003916825985595597
13.859758758544922,12.26920379638672,15.450313720703125,0.0003999430400054554
17.04086868286133,15.450313720703125,18.63142364501953,0.0005607921914935934
20.221978607177732,18.63142364501953,21.812533569335937,0.0005103117159908967
23.40308853149414,21.812533569335937,24.993643493652343,0.00047726995020731344
26.584198455810547,24.993643493652343,28.174753417968752,0.0005247674885212138
29.765308380126953,28.174753417968752,31.355863342285154,0.0005458775055496155
32.946418304443355,31.355863342285154,34.536973266601564,0.0005291271659509921
36.127528228759765,34.536973266601564,37.718083190917966,0.0004853009349463794
39.308638153076174,37.718083190917966,40.899193115234375,0.0006135672340645936
42.489748077392576,40.899193115234375,44.080303039550785,0.0005518433799272056
45.670858001708986,44.080303039550785,47.26141296386719,0.000598423091413786
48.851967926025395,47.26141296386719,50.442522888183596,0.0004889722422556654
52.0330778503418,50.442522888183596,53.6236328125,0.000552990663461359
55.2141877746582,53.6236328125,56.80474273681641,0.000569282089646319
58.39529769897461,56.80474273681641,59.98585266113281,0.0005050342117337972
61.57640762329101,59.98585266113281,63.16696258544921,0.0005653813256302028
64.75751754760742,63.16696258544921,66.34807250976563,0.000419217403379211
67.93862747192384,66.34807250976563,69.52918243408203,0.0005316511897261281
71.11973739624023,69.52918243408203,72.71029235839843,0.000636512904747639
74.30084732055664,72.71029235839843,75.89140228271485,0.00058098438169467
77.48195724487306,75.89140228271485,79.07251220703125,0.0006697841272380527
80.66306716918945,79.07251220703125,82.25362213134765,0.0007241653667568669
83.84417709350586,82.25362213134765,85.43473205566406,0.0006837809863547094
87.02528701782227,85.43473205566406,88.61584197998047,0.0006170090846670488
90.20639694213867,88.61584197998047,91.79695190429688,0.0004361971996846654
93.38750686645508,91.79695190429688,94.97806182861328,0.000441245247234935
96.56861679077149,94.97806182861328,98.1591717529297,0.0005802960115741788
99.74972671508789,98.1591717529297,101.3402816772461,0.0005607921914935939
102.9308366394043,101.3402816772461,104.5213916015625,0.0005048047550269668
106.11194656372069,104.5213916015625,107.7025015258789,0.0005415178281198371
109.29305648803711,107.7025015258789,110.88361145019532,0.0006814864192864021
112.47416641235353,110.88361145019532,114.06472137451172,0.0006282524633017431
115.65527633666991,114.06472137451172,117.24583129882812,0.0005578092543047983
118.83638626098633,117.24583129882812,120.42694122314452,0.0005858029725381119
122.01749618530273,120.42694122314452,123.60805114746094,0.0003857167241819669
125.19860610961915,123.60805114746094,126.78916107177736,0.000499297794063034
128.37971603393555,126.78916107177736,129.97027099609375,0.0004862187617737033
131.56082595825194,129.97027099609375,133.15138092041016,0.000417152293017737
134.74193588256836,133.15138092041016,136.33249084472655,0.0004586839569540505
137.92304580688477,136.33249084472655,139.51360076904297,0.0009407724980047974
141.10415573120116,139.51360076904297,142.69471069335938,0.006932116570054375
144.28526565551758,142.69471069335938,145.87582061767577,0.03261772978936077
147.466375579834,145.87582061767577,149.0569305419922,0.0692823875170894
150.64748550415038,149.0569305419922,152.2380404663086,0.08098972761299203
153.8285954284668,152.2380404663086,155.419150390625,0.05735178604544128
157.00970535278321,155.419150390625,158.6002603149414,0.01899327890788954
160.1908152770996,158.6002603149414,161.78137023925783,0.002776196695941474
163.37192520141602,161.78137023925783,164.9624801635742,0.0006674895601697514
166.55303512573244,164.9624801635742,168.14359008789063,0.0004834652812917337
169.73414505004882,168.14359008789063,171.32470001220705,0.0005688231762326568
172.91525497436524,171.32470001220705,174.50580993652343,0.0005366992372764002
176.09636489868166,174.50580993652343,177.68691986083985,0.000663129882739967
179.27747482299804,177.68691986083985,180.86802978515624,0.0006925003412142693
182.45858474731443,180.86802978515624,184.04913970947266,0.0005908510200883789
185.63969467163088,184.04913970947266,187.23024963378907,0.0005490898994452391
188.82080459594727,187.23024963378907,190.41135955810546,0.00047566375325950303
192.00191452026365,190.41135955810546,193.59246948242188,0.0005204078110914343
195.1830244445801,193.59246948242188,196.7735794067383,0.0006438555193662102
198.3641343688965,196.7735794067383,199.95468933105468,0.0006062246194460237
201.54524429321287,199.95468933105468,203.1357992553711,0.0006383485584022797
204.72635421752932,203.1357992553711,206.3169091796875,0.0004745164697253466
207.9074641418457,206.3169091796875,209.4980191040039,0.0004811707142234336
211.0885740661621,209.4980191040039,212.67912902832032,0.0006089780999279835
214.2696839904785,212.67912902832032,215.8602389526367,0.0005293566226578262
217.45079391479493,215.8602389526367,219.04134887695312,0.0003847988973546452
220.63190383911132,219.04134887695312,222.22245880126954,0.0004366561130983243
223.81301376342773,222.22245880126954,225.40356872558593,0.0005311922763124696
226.99412368774415,225.40356872558593,228.58467864990234,0.00044537546795788097
230.17523361206054,228.58467864990234,231.76578857421876,0.00047749940691414235
233.35634353637695,231.76578857421876,234.94689849853515,0.000722559169809057
236.53745346069337,234.94689849853515,238.12800842285156,0.0008051635842680084
239.71856338500976,238.12800842285156,241.30911834716798,0.0005931455871566833
242.89967330932618,241.30911834716798,244.49022827148437,0.00040499108755572737
246.0807832336426,244.49022827148437,247.6713381958008,0.0003859461808887974
249.26189315795898,247.6713381958008,250.85244812011717,0.0003512982181574043
252.4430030822754,250.85244812011717,254.03355804443362,0.00038640509430245477
255.6241130065918,254.03355804443362,257.21466796875,0.000529815536071487
258.8052229309082,257.21466796875,260.3957778930664,0.00045042351550815464
261.98633285522465,260.3957778930664,263.57688781738284,0.0003719493217721373
265.16744277954103,263.57688781738284,266.7579977416992,0.0003386780992817301
268.3485527038574,266.7579977416992,269.9391076660156,0.00036001757301696105
271.5296626281738,269.9391076660156,273.12021759033206,0.0003926004253868766
274.71077255249025,273.12021759033206,276.30132751464845,0.00037171986506531355
277.89188247680664,276.30132751464845,279.48243743896484,0.000408432938158184
281.07299240112303,279.48243743896484,282.6635473632812,0.00047818777703463795
284.2541023254395,282.6635473632812,285.84465728759767,0.00036185322667159814
287.43521224975586,285.84465728759767,289.02576721191406,0.0004614374374360158
290.61632217407225,289.02576721191406,292.20687713623045,0.0003898469449049183
293.79743209838864,292.20687713623045,295.3879870605469,0.0003308765712494892
296.9785420227051,295.3879870605469,298.5690969848633,0.00044170416064859784
300.1596519470215,298.5690969848633,301.75020690917967,0.00019067852337609602
