z_center_nm,z_left_nm,z_right_nm,rho_density
-10.072909889221192,-11.678428649902344,-8.46739112854004,0.0
-6.861872367858887,-8.46739112854004,-5.256353607177735,1.4760916775811092e-06
-3.650834846496582,-5.256353607177735,-2.045316085815429,2.3322248505781523e-05
-0.4397973251342773,-2.045316085815429,1.1657214355468746,0.000373746412763537
2.7712401962280264,1.1657214355468746,4.376758956909178,0.0008136217326827077
5.982277717590332,4.376758956909178,7.5877964782714855,0.0007719959473749195
9.193315238952637,7.5877964782714855,10.79883399963379,0.0007365697471129739
12.404352760314941,10.79883399963379,14.009871520996093,0.0007483784805336227
15.615390281677245,14.009871520996093,17.220909042358397,0.0007734720390525016
18.82642780303955,17.220909042358397,20.4319465637207,0.0010090562707944467
22.037465324401854,20.4319465637207,23.642984085083008,0.0006559751415170445
25.24850284576416,23.642984085083008,26.854021606445315,0.0005272599472319719
28.459540367126465,26.854021606445315,30.065059127807615,0.0008248400294323251
31.67057788848877,30.065059127807615,33.27609664916992,0.0010412350693657139
34.88161540985107,33.27609664916992,36.48713417053222,0.0007469023888560424
38.09265293121338,36.48713417053222,39.69817169189453,0.0009145864034292547
41.30369045257568,39.69817169189453,42.90920921325684,0.0009399751802836498
44.51472797393799,42.90920921325684,46.12024673461914,0.0009904575156569257
47.725765495300294,46.12024673461914,49.331284255981444,0.0010258837159188704
50.936803016662594,49.331284255981444,52.542321777343744,0.0009739252888680174
54.1478405380249,52.542321777343744,55.75335929870606,0.0010648525362070092
57.35887805938721,55.75335929870606,58.96439682006836,0.0011693598269797564
60.56991558074951,58.96439682006836,62.17543434143066,0.001584436806715565
63.780953102111816,62.17543434143066,65.38647186279297,0.0012732766810814612
66.99199062347412,65.38647186279297,68.59750938415527,0.0008974637399693159
70.20302814483642,68.59750938415527,71.80854690551757,0.0012428691925232959
73.41406566619872,71.80854690551757,75.01958442687987,0.00114485670513191
76.62510318756102,75.01958442687987,78.23062194824219,0.0008112599859985754
79.83614070892334,78.23062194824219,81.44165946960449,0.0009054346350282538
83.04717823028564,81.44165946960449,84.65269699096679,0.0009674304854866604
86.25821575164795,84.65269699096679,87.8637345123291,0.0016169108236223425
89.46925327301025,87.8637345123291,91.0747720336914,0.0013636134917494307
92.68029079437255,91.0747720336914,94.2858095550537,0.001349147793309136
95.89132831573485,94.2858095550537,97.49684707641602,0.0011590271852366836
99.10236583709717,97.49684707641602,100.70788459777832,0.0013016176412910241
102.31340335845947,100.70788459777832,103.91892211914062,0.0012071477739258331
105.52444087982178,103.91892211914062,107.12995964050293,0.001623110408668183
108.73547840118408,107.12995964050293,110.34099716186523,0.0017896135498993396
111.94651592254638,110.34099716186523,113.55203468322753,0.0019513931977622294
115.15755344390868,113.55203468322753,116.76307220458983,0.0017910896415769208
118.36859096527098,116.76307220458983,119.97410972595213,0.001191205983807957
121.5796284866333,119.97410972595213,123.18514724731446,0.0010742995229435235
124.79066600799561,123.18514724731446,126.39618476867676,0.001239031354161585
128.0017035293579,126.39618476867676,129.60722229003906,0.0011602080585787536
131.2127410507202,129.60722229003906,132.81825981140136,0.0010043327774261882
134.4237785720825,132.81825981140136,136.02929733276366,0.0006403285697346862
137.6348160934448,136.02929733276366,139.24033485412596,0.0010976217714493146
140.84585361480714,139.24033485412596,142.4513723754883,0.005572246082868646
144.05689113616944,142.4513723754883,145.6624098968506,0.027538851991959764
147.26792865753174,145.6624098968506,148.8734474182129,0.05705596205021374
150.47896617889404,148.8734474182129,152.0844849395752,0.06652981365526482
153.69000370025634,152.0844849395752,155.2955224609375,0.05024793201487413
156.90104122161864,155.2955224609375,158.5065599822998,0.018448193786408735
160.11207874298094,158.5065599822998,161.7175975036621,0.003123114771426116
163.32311626434324,161.7175975036621,164.92863502502442,0.0008463909679250019
166.53415378570557,164.92863502502442,168.13967254638672,0.0007929564491965731
169.74519130706787,168.13967254638672,171.35071006774902,0.0007365697471129747
172.95622882843017,171.35071006774902,174.56174758911132,0.0007123618436006444
176.16726634979247,174.56174758911132,177.77278511047362,0.0007779003140852458
179.37830387115477,177.77278511047362,180.98382263183592,0.0006412142247412348
182.5893413925171,180.98382263183592,184.19486015319825,0.0005691809508752716
185.8003789138794,184.19486015319825,187.40589767456055,0.0005730187892369875
189.0114164352417,187.40589767456055,190.61693519592285,0.0006955343984762197
192.222453956604,190.61693519592285,193.82797271728515,0.0008029938726041247
195.4334914779663,193.82797271728515,197.03901023864745,0.000743654987165364
198.6445289993286,197.03901023864745,200.25004776000975,0.0010034471224196395
201.8555665206909,200.25004776000975,203.46108528137205,0.0007474928255270749
205.0666040420532,203.46108528137205,206.67212280273438,0.000660993853220816
208.27764156341553,206.67212280273438,209.88316032409668,0.0008272017761164549
211.48867908477783,209.88316032409668,213.09419784545898,0.0008732558364569856
214.69971660614013,213.09419784545898,216.30523536682128,0.0007244657953568096
217.91075412750243,216.30523536682128,219.51627288818358,0.000940270398619168
221.12179164886473,219.51627288818358,222.72731040954588,0.000985143585617634
224.33282917022706,222.72731040954588,225.9383479309082,0.0008891976265748537
227.54386669158936,225.9383479309082,229.1493854522705,0.0007944325408741542
230.75490421295166,229.1493854522705,232.3604229736328,0.0006828400100490223
233.96594173431396,232.3604229736328,235.5714604949951,0.0006503659931422377
237.17697925567626,235.5714604949951,238.7824980163574,0.0010309024276226484
240.38801677703856,238.7824980163574,241.9935355377197,0.0007545780655794643
243.59905429840086,241.9935355377197,245.204573059082,0.0005452682656984626
246.81009181976316,245.204573059082,248.4156105804443,0.0008891976265748615
250.02112934112546,248.4156105804443,251.6266481018066,0.0008558379546615285
253.23216686248776,251.6266481018066,254.8376856231689,0.0007091144419099659
256.4432043838501,254.8376856231689,258.04872314453127,0.0006778212983452344
259.6542419052124,258.04872314453127,261.25976066589357,0.0006394429147281376
262.8652794265747,261.25976066589357,264.47079818725587,0.0008496383696156879
266.076316947937,264.47079818725587,267.68183570861817,0.0009296425385405841
269.2873544692993,267.68183570861817,270.89287322998047,0.0009635926471249496
272.4983919906616,270.89287322998047,274.10391075134277,0.0007814429341114404
275.7094295120239,274.10391075134277,277.31494827270507,0.001112677906560642
278.9204670333862,277.31494827270507,280.52598579406737,0.0013771935351831772
282.1315045547485,280.52598579406737,283.73702331542967,0.000996066664031734
285.3425420761108,283.73702331542967,286.94806083679197,0.0007362745287774584
288.5535795974731,286.94806083679197,290.15909835815427,0.0009444034553163952
291.7646171188354,290.15909835815427,293.37013587951657,0.0008481622779381067
294.9756546401977,293.37013587951657,296.5811734008789,0.0009582787170856407
298.1866921615601,296.5811734008789,299.7922109222412,0.0008942163382786374
301.3977296829224,299.7922109222412,303.0032484436035,0.00022525158999887762
304.6087672042847,303.0032484436035,306.2142859649658,6.199585045840668e-06
307.819804725647,306.2142859649658,309.4253234863281,0.0
