z_center_nm,z_left_nm,z_right_nm,rho_density
-6.78208625793457,-8.353591918945312,-5.210580596923828,0.0
-3.6390749359130856,-5.210580596923828,-2.0675692749023433,4.644762188319477e-06
-0.49606361389160103,-2.0675692749023433,1.0754420471191413,3.5532430740644e-05
2.6469477081298836,1.0754420471191413,4.218453369140626,0.0001214605312245543
5.789959030151368,4.218453369140626,7.36146469116211,0.0001233184360998821
8.932970352172852,7.36146469116211,10.504476013183595,0.00014375538972848779
12.075981674194336,10.504476013183595,13.647487335205078,9.382419620405348e-05
15.218992996215821,13.647487335205078,16.790498657226564,0.00010868743520667568
18.362004318237307,16.790498657226564,19.93350997924805,6.943919471537614e-05
21.50501564025879,19.93350997924805,23.076521301269533,8.801824346865413e-05
24.648026962280277,23.076521301269533,26.219532623291016,0.00014468434216615176
27.79103828430176,26.219532623291016,29.362543945312503,0.00013260796047652096
30.934049606323246,29.362543945312503,32.50555526733399,3.901600238188358e-05
34.07706092834473,32.50555526733399,35.64856658935547,0.00011983486445864268
37.220072250366215,35.64856658935547,38.791577911376955,0.00010961638764433958
40.363083572387694,38.791577911376955,41.93458923339844,8.151557640500677e-05
43.50609489440919,41.93458923339844,45.07760055541993,0.00012006710256805839
46.64910621643067,45.07760055541993,48.220611877441414,0.00018741615429869078
49.79211753845215,48.220611877441414,51.36362319946289,0.00012192500744338647
52.93512886047364,51.36362319946289,54.50663452148438,7.478067123194353e-05
56.07814018249512,54.50663452148438,57.649645843505866,3.692585939713981e-05
59.221151504516605,57.649645843505866,60.792657165527345,9.684329162646126e-05
62.36416282653809,60.792657165527345,63.93566848754884,0.00016233443848176526
65.50717414855959,63.93566848754884,67.07867980957032,9.28952437663897e-05
68.65018547058105,67.07867980957032,70.2216911315918,0.00016605024823242157
71.79319679260254,70.2216911315918,73.36470245361329,0.0001047393873466039
74.93620811462404,73.36470245361329,76.50771377563477,0.000153277152214543
78.0792194366455,76.50771377563477,79.65072509765625,0.0001702305342019091
81.222230758667,79.65072509765625,82.79373641967774,0.00013725272266484014
84.36524208068849,82.79373641967774,85.93674774169922,0.00013562705589892894
