z_center_nm,z_left_nm,z_right_nm,rho_density
-10.561328964233399,-12.165878295898438,-8.95677963256836,0.0
-7.3522303009033205,-8.95677963256836,-5.7476809692382815,2.0470991249849672e-06
-4.1431316375732425,-5.7476809692382815,-2.5385823059082036,2.2745545833166304e-05
-0.9340329742431646,-2.5385823059082036,0.6705163574218744,0.00034163809841415786
2.2750656890869134,0.6705163574218744,3.8796150207519524,0.001067675921408826
5.484164352416991,3.8796150207519524,7.08871368408203,0.000994890174742694
8.69326301574707,7.08871368408203,10.297812347412108,0.000756061943494448
11.902361679077147,10.297812347412108,13.506911010742186,0.0010920136554503142
15.111460342407225,13.506911010742186,16.716009674072264,0.0010874645462836808
18.3205590057373,16.716009674072264,19.925108337402342,0.0011027040619919022
21.52965766906738,19.925108337402342,23.134207000732417,0.0010019412939509767
24.738756332397458,23.134207000732417,26.3433056640625,0.001098154952825268
27.94785499572754,26.3433056640625,29.55240432739258,0.0009266535372431941
31.156953659057617,29.55240432739258,32.761502990722654,0.0008249809473689427
34.36605232238769,32.761502990722654,35.97060165405273,0.0010074002249509367
37.57515098571777,35.97060165405273,39.17970031738281,0.001091331289075318
40.78424964904785,39.17970031738281,42.38879898071289,0.0010808683379920614
43.99334831237793,42.38879898071289,45.597897644042966,0.0012243927321993434
47.202446975708,45.597897644042966,48.80699630737304,0.001160477748408146
50.41154563903808,48.80699630737304,52.01609497070312,0.0011190808549917809
53.62064430236816,52.01609497070312,55.225193634033204,0.0011174886667834592
56.82974296569824,55.225193634033204,58.43429229736327,0.0013635954726983243
60.03884162902831,58.43429229736327,61.64339096069335,0.0011632072139081233
63.24794029235839,61.64339096069335,64.85248962402343,0.0010942882100336297
66.45703895568847,64.85248962402343,68.06158828735352,0.0008913979412017864
69.66613761901856,68.06158828735352,71.2706869506836,0.0009823801245344515
72.87523628234862,71.2706869506836,74.47978561401366,0.0010544835048255932
76.0843349456787,74.47978561401366,77.68888427734375,0.001044020553742332
79.29343360900879,77.68888427734375,80.89798294067383,0.0012059688400744759
82.50253227233887,80.89798294067383,84.1070816040039,0.0010005765612009889
85.71163093566894,84.1070816040039,87.31618026733398,0.0010553933266589154
88.92072959899902,87.31618026733398,90.52527893066406,0.0012098355828661143
92.1298282623291,90.52527893066406,93.73437759399414,0.0010308281371590956
95.33892692565918,93.73437759399414,96.94347625732422,0.0010246868397841408
98.54802558898925,96.94347625732422,100.15257492065429,0.0011816311060329934
101.75712425231933,100.15257492065429,103.36167358398437,0.0012644248928657135
104.96622291564941,103.36167358398437,106.57077224731445,0.0012212083557826975
108.17532157897949,106.57077224731445,109.77987091064452,0.0010169533542008688
