res_group_mapping,scale_hps,zeta1,zeta2,IDP_weight,OP_weight,MDP_weight,train_IDP_rRMSE,train_IDP_delta,test_IDP_rRMSE,test_IDP_delta,train_OP_rRMSE,train_OP_delta,train_MDP_rRMSE,train_MDP_delta,final_loss
default,train_CL_ah_gau/results/group_default_IDP_w_0.5_OP_w_1.0_MDP_w_0.2_10_zeta_1.5_5e-05_gauss_delta_mu_0.25_gauss_width_0.1,1.5,5.0,0.5,1.0,0.2,0.10209592625203913,0.0865518949053237,0.1181995825868312,0.12379553446239096,0.2085118735794967,0.15136554489097404,0.15054126385926261,-0.28415792453501454,0.7313113212585449
default,train_CL_ah_gau/results/group_default_IDP_w_1.0_OP_w_1.0_MDP_w_0.0_10_zeta_0.5_0.0001_gauss_delta_mu_0.25_gauss_width_0.1,0.5,0.0001,1.0,1.0,0.0,0.12931750718412494,-0.1507255785780913,0.25472936725046014,-0.5135658432252558,0.13087363537324892,0.06035582036230769,0.37041728160367227,-1.1831999883536748,0.2317007482051849
default,train_CL_ah_gau/results/group_default_IDP_w_0.5_OP_w_1.0_MDP_w_0.4_10_zeta_1.0_0.0001_gauss_delta_mu_0.25_gauss_width_0.1,1.0,0.0001,0.5,1.0,0.4,0.12426378679617406,0.1463692951163496,0.1271323988755162,0.1801794928775495,0.24749044500786008,0.1977822006451133,0.15939080224101296,-0.06361396863856629,1.0745646953582764
default,train_CL_ah_gau/results/group_default_IDP_w_0.5_OP_w_1.0_MDP_w_0.2_10_zeta_1.0_0.001_gauss_delta_mu_0.25_gauss_width_0.1,1.0,0.001,0.5,1.0,0.2,0.11470093262980341,0.11636827506686337,0.12122961594234256,0.11900232682228855,0.22427173533144545,0.16205965186456983,0.11413486483687132,-0.0545348601950794,0.7348545789718628
default,train_CL_ah_gau/results/group_default_IDP_w_0.0_OP_w_0.0_MDP_w_0.5_10_zeta_0.01_0.005_gauss_delta_mu_0.25_gauss_width_0.1,0.01,0.005,0.0,0.0,0.5,0.07104883950084777,0.026857896844653457,0.11929833755918158,-0.09502437904610733,0.20087903708907706,0.1388942292031775,0.3135276408179599,-0.9851238394379025,0.4712084829807281
default,train_CL_ah_gau/results/group_default_IDP_w_0.5_OP_w_1.0_MDP_w_0.2_10_zeta_0.5_0.0005_gauss_delta_mu_0.25_gauss_width_0.1,0.5,0.0005,0.5,1.0,0.2,0.12822829833530197,0.15103195768482344,0.13625491404287932,0.18066764046425254,0.22915779587244978,0.17461678583879278,0.12352355123067821,-0.07241074230396125,0.6966903209686279
default,train_CL_ah_gau/results/group_default_IDP_w_1.0_OP_w_1.0_MDP_w_0.0_10_zeta_1.5_0.001_gauss_delta_mu_0.25_gauss_width_0.1,1.5,0.001,1.0,1.0,0.0,0.16708761621281062,-0.24750839887363585,0.26348623689587464,-0.6192502964005371,0.14569348760570713,0.05590632299761447,0.3423905216782258,-1.0491431129693765,0.2728719115257263
default,train_CL_ah_gau/results/group_default_IDP_w_1.0_OP_w_1.0_MDP_w_0.4_10_zeta_0.5_0.001_gauss_delta_mu_0.25_gauss_width_0.1,0.5,0.001,1.0,1.0,0.4,0.12103756458732914,0.13573458192726134,0.1256392348516132,0.20845787720259296,0.28839387491251295,0.23456542099585018,0.18427896388993595,0.03520699268700067,1.1186935901641846
default,train_CL_ah_gau/results/group_default_IDP_w_1.0_OP_w_1.0_MDP_w_0.0_10_zeta_0.5_0.0005_gauss_delta_mu_0.25_gauss_width_0.1,0.5,0.0005,1.0,1.0,0.0,0.13656564658446227,-0.13038650409008698,0.2383722457587394,-0.45336325324128246,0.1743517322037026,0.08325222419731122,0.34334485580301166,-1.0546266549391976,0.2469903379678726
default,train_CL_ah_gau/results/group_default_IDP_w_0.5_OP_w_1.0_MDP_w_0.4_10_zeta_1.0_0.0005_gauss_delta_mu_0.25_gauss_width_0.1,1.0,0.0005,0.5,1.0,0.4,0.11973069700710505,0.14004341730538328,0.11994837444886254,0.16219026853908966,0.22689778894774001,0.18279755408760587,0.15574749779382266,-0.06525858701091206,1.084729552268982
default,train_CL_ah_gau/results/group_default_IDP_w_1.0_OP_w_1.0_MDP_w_0.4_10_zeta_2.0_0.001_gauss_delta_mu_0.25_gauss_width_0.1,2.0,0.001,1.0,1.0,0.4,0.10010758093183875,0.08747488491476983,0.12933636322929942,0.14888453707594682,0.21561201171868577,0.16764745146733437,0.17052176132277425,-0.12838540684762664,1.1989808082580566
default,train_CL_ah_gau/results/group_default_IDP_w_1.0_OP_w_1.0_MDP_w_1.0_10_zeta_1.5_0.0001_gauss_delta_mu_0.25_gauss_width_0.1,1.5,0.0001,1.0,1.0,1.0,0.11377689368858629,0.12179311742004403,0.15012310053015668,0.166971516687935,0.2516688436256254,0.19359645593410377,0.15382699921802856,-0.11125924892747972,2.088842868804932
default,train_CL_ah_gau/results/group_default_IDP_w_1.0_OP_w_1.0_MDP_w_0.4_10_zeta_1.0_0.0001_gauss_delta_mu_0.25_gauss_width_0.1,1.0,0.0001,1.0,1.0,0.4,0.1134922531361118,0.11695921278569794,0.1209225905992281,0.15775409662681816,0.2561863561847054,0.201672773504805,0.15220200646615278,-0.018155970369342356,1.1349107027053833
default,train_CL_ah_gau/results/group_default_IDP_w_0.5_OP_w_1.0_MDP_w_0.0_10_zeta_0.5_0.0001_gauss_delta_mu_0.25_gauss_width_0.1,0.5,0.0001,0.5,1.0,0.0,0.18324904710842382,-0.24006200517501705,0.2322981656930873,-0.3973027967225448,0.15700676866209395,0.059732327782259384,0.3572131224800265,-1.0545853235122484,0.1784843206405639
default,train_CL_ah_gau/results/group_default_IDP_w_1.0_OP_w_1.0_MDP_w_0.2_10_zeta_0.5_0.0001_gauss_delta_mu_0.25_gauss_width_0.1,0.5,0.0001,1.0,1.0,0.2,0.1218901527712701,0.13402257796526112,0.13429086337668947,0.22021533300005555,0.27900644966797733,0.21903905184604125,0.08791249784218132,0.08084357199262793,0.7390555143356323
default,train_CL_ah_gau/results/group_default_IDP_w_1.0_OP_w_0.5_MDP_w_0.5_10_zeta_0.01_0.005_gauss_delta_mu_0.25_gauss_width_0.1,0.01,0.005,1.0,0.5,0.5,0.20690149343650727,0.4263913244947899,0.13710460123061502,0.21018200681785806,0.4307731648166926,0.4263038409445274,0.0981933095039732,-0.06737522247750617,1.0778958797454834
default,train_CL_ah_gau/results/group_default_IDP_w_1.0_OP_w_1.0_MDP_w_0.4_10_zeta_1.0_0.0005_gauss_delta_mu_0.25_gauss_width_0.1,1.0,0.0005,1.0,1.0,0.4,0.1184148396147897,0.12501914431968028,0.13178328409528792,0.12216314414552516,0.2711462113105905,0.20477497411660134,0.1574150203530665,-0.045143128264426055,1.1454282999038696
default,train_CL_ah_gau/results/group_default_IDP_w_0.5_OP_w_1.0_MDP_w_0.0_10_zeta_0.5_0.0005_gauss_delta_mu_0.25_gauss_width_0.1,0.5,0.0005,0.5,1.0,0.0,0.1673681374602623,-0.23390705765863157,0.24573401578390888,-0.35394843075021587,0.15296020409165476,0.06073266415234117,0.3487241247569709,-1.0686365231841646,0.1931327283382415
default,train_CL_ah_gau/results/group_default_IDP_w_0.5_OP_w_1.0_MDP_w_0.2_10_zeta_1.5_1e-05_gauss_delta_mu_0.25_gauss_width_0.1,1.5,1.0,0.5,1.0,0.2,0.10879364291473406,0.0996539794420158,0.15589418780602582,0.010959186143987018,0.21425813554952877,0.14021162989991245,0.15492073841744147,-0.2559660902137329,0.7292430996894836
default,train_CL_ah_gau/results/group_default_IDP_w_1.0_OP_w_1.0_MDP_w_0.2_10_zeta_0.5_0.0005_gauss_delta_mu_0.25_gauss_width_0.1,0.5,0.0005,1.0,1.0,0.2,0.12554071897608868,0.13560441919069163,0.1258292615358192,0.19418017528267556,0.2796693065676868,0.22029363845111852,0.14332119435636007,-0.14286604582904228,0.7496613264083862
default,train_CL_ah_gau/results/group_default_IDP_w_0.5_OP_w_1.0_MDP_w_0.2_10_zeta_1.5_0.0001_gauss_delta_mu_0.25_gauss_width_0.1,1.5,0.0001,0.5,1.0,0.2,0.10169022841615666,0.08751174897082842,0.11259174435192915,0.11241440267495922,0.2305689390899714,0.16258174578698456,0.1677626204463776,-0.18503772104285807,0.7331674695014954
default,train_CL_ah_gau/results/group_default_IDP_w_1.0_OP_w_1.0_MDP_w_0.2_10_zeta_1.5_1e-05_gauss_delta_mu_0.25_gauss_width_0.1,1.5,1.0,1.0,1.0,0.2,0.09659051999962423,0.07221807093577239,0.12100382023725664,0.12231191580019621,0.19768544090264165,0.16010546982188545,0.14228717751679368,-0.2128541898839799,0.7873164415359497
default,train_CL_ah_gau/results/group_default_IDP_w_0.5_OP_w_1.0_MDP_w_0.4_10_zeta_2.0_0.001_gauss_delta_mu_0.25_gauss_width_0.1,2.0,0.001,0.5,1.0,0.4,0.1081247732153779,0.11285644744686577,0.14033684701370336,0.08011485487696525,0.22784402897938924,0.1728481421060527,0.14305575043201404,-0.23946672295383312,1.1348150968551636
default,train_CL_ah_gau/results/group_default_IDP_w_0.5_OP_w_1.0_MDP_w_1.0_10_zeta_0.5_0.005_gauss_delta_mu_0.25_gauss_width_0.1,0.5,0.005,0.5,1.0,1.0,0.1281640906891587,0.16412563802688246,0.13954888779249952,0.22265125999025326,0.2844530941276407,0.23658308367967554,0.13600530196469723,-0.061034572975195406,2.010798931121826
default,train_CL_ah_gau/results/group_default_IDP_w_0.8_OP_w_0.0_MDP_w_0.5_10_zeta_0.01_0.005_gauss_delta_mu_0.25_gauss_width_0.1,0.01,0.005,0.8,0.0,0.5,0.07339437927332218,-0.02892609079844164,0.13341597474505804,0.035193521180414286,0.24623139981718378,0.2056982279198834,0.20851915442534455,-0.5731564798128805,0.6387414932250977
default,train_CL_ah_gau/results/group_default_IDP_w_0.5_OP_w_1.0_MDP_w_0.2_10_zeta_1.5_0.0005_gauss_delta_mu_0.25_gauss_width_0.1,1.5,0.0005,0.5,1.0,0.2,0.10842637443880723,0.10024849427040844,0.12442079143142716,0.08178944797714512,0.18938998307124447,0.14022766348440702,0.16329481458484565,-0.2605159430437901,0.7430685758590698
default,train_CL_ah_gau/results/group_default_IDP_w_1.0_OP_w_1.0_MDP_w_0.1_10_zeta_1.5_0.0001_gauss_delta_mu_0.25_gauss_width_0.1,1.5,0.0001,1.0,1.0,0.1,0.08897317997735475,0.023688504186117697,0.11021370686268013,0.0648239014065159,0.15934265191473299,0.10726628735407392,0.19178918139997503,-0.4782440783893275,0.5729886293411255
default,train_CL_ah_gau/results/group_default_IDP_w_0.5_OP_w_1.0_MDP_w_0.4_10_zeta_0.5_0.001_gauss_delta_mu_0.25_gauss_width_0.1,0.5,0.001,0.5,1.0,0.4,0.12953254408843937,0.15757643405222657,0.1307836352232096,0.22004904510455367,0.2883597855062775,0.23074584891396746,0.13160913374464597,0.030433982191711603,1.058247447013855
default,train_CL_ah_gau/results/group_default_IDP_w_0.5_OP_w_1.0_MDP_w_0.0_10_zeta_1.5_0.001_gauss_delta_mu_0.25_gauss_width_0.1,1.5,0.001,0.5,1.0,0.0,0.19011329123291737,-0.29936605168153296,0.26315242184454396,-0.5077874512768514,0.13949478678736535,0.05100080290781276,0.3584591602444047,-1.1315488102644062,0.2117684483528137
default,train_CL_ah_gau/results/group_default_IDP_w_1.0_OP_w_1.0_MDP_w_0.2_10_zeta_1.5_0.0001_gauss_delta_mu_0.25_gauss_width_0.1,1.5,0.0001,1.0,1.0,0.2,0.09652572173114088,0.06964108789427635,0.12109808358793511,0.12534640500178762,0.1815006258665135,0.13490880898222818,0.10708694783195989,-0.06569116274698819,0.7912982106208801
default,train_CL_ah_gau/results/group_default_IDP_w_1.0_OP_w_1.0_MDP_w_0.1_10_zeta_1.5_0.001_gauss_delta_mu_0.25_gauss_width_0.1,1.5,0.001,1.0,1.0,0.1,0.08829680255406788,0.03133740222169094,0.11508668299506537,0.055069453569371825,0.16692489410035102,0.12363480854283541,0.210742926220526,-0.5370687238384616,0.5938386917114258
default,train_CL_ah_gau/results/group_default_IDP_w_1.0_OP_w_1.0_MDP_w_0.2_10_zeta_1.5_5e-05_gauss_delta_mu_0.25_gauss_width_0.1,1.5,5.0,1.0,1.0,0.2,0.09979490582632669,0.07589473200139928,0.11807792809918659,0.13834091449371108,0.21083930307014537,0.1605158876822852,0.15531086873960392,-0.15200359496037683,0.7894027829170227
default,train_CL_ah_gau/results/group_default_IDP_w_1.0_OP_w_1.0_MDP_w_0.2_10_zeta_1.5_0.0005_gauss_delta_mu_0.25_gauss_width_0.1,1.5,0.0005,1.0,1.0,0.2,0.0953589351810458,0.06806457897748067,0.12367010422535332,0.13948781400405139,0.20663306694730177,0.1509346373194927,0.16481882875148854,-0.13470365182339242,0.8017849922180176
default,train_CL_ah_gau/results/group_default_IDP_w_1.0_OP_w_1.0_MDP_w_0.3_10_zeta_1.5_0.0001_gauss_delta_mu_0.25_gauss_width_0.1,1.5,0.0001,1.0,1.0,0.3,0.10386765815825505,0.09508839383748509,0.11993876001174011,0.14835173388928957,0.23967983732139173,0.1690314416158705,0.12250981160826649,-0.04740183044820105,0.982816219329834
default,train_CL_ah_gau/results/group_default_IDP_w_0.8_OP_w_0.0_MDP_w_0.0_10_zeta_0.01_0.005_gauss_delta_mu_0.25_gauss_width_0.1,0.01,0.005,0.8,0.0,0.0,0.13319312833370947,-0.04391442177231623,0.2274234263564049,-0.3282091012354529,0.47948240527647873,0.43639134071498953,0.19369127226519917,0.22758595100987997,0.0640689730644226
default,train_CL_ah_gau/results/group_default_IDP_w_1.0_OP_w_1.0_MDP_w_0.4_10_zeta_1.5_0.0001_gauss_delta_mu_0.25_gauss_width_0.1,1.5,0.0001,1.0,1.0,0.4,0.10757047363890383,0.09729274627823341,0.12088776223219276,0.15358577407124416,0.22173002284894278,0.16726116649010367,0.11967808966519615,0.1356911039291774,1.1600427627563477
default,train_CL_ah_gau/results/group_default_IDP_w_0.0_OP_w_0.8_MDP_w_0.0_10_zeta_0.01_0.005_gauss_delta_mu_0.25_gauss_width_0.1,0.01,0.005,0.0,0.8,0.0,0.3879581167213069,0.5750440388700523,0.3389472782035379,-0.1337170702443248,0.3536032777835187,0.31113388004874165,0.23644965300432885,-0.48166250747546085,0.0843367725610733
default,train_CL_ah_gau/results/group_default_IDP_w_1.0_OP_w_1.0_MDP_w_0.4_10_zeta_1.5_0.001_gauss_delta_mu_0.25_gauss_width_0.1,1.5,0.001,1.0,1.0,0.4,0.2062558109350775,0.4091086908575456,0.08509601606946134,-0.004042465215031144,0.3203797838905886,0.2828170326821455,0.11611734071764875,-0.12118066301598486,1.1800596714019775
default,train_CL_ah_gau/results/group_default_IDP_w_1.0_OP_w_1.0_MDP_w_0.0_10_zeta_0.5_0.001_gauss_delta_mu_0.25_gauss_width_0.1,0.5,0.001,1.0,1.0,0.0,0.13004820810429477,-0.1605117229067498,0.21137983119670187,-0.3949449783992383,0.17059042723111817,0.08651653120015931,0.3401881485411384,-1.0479059315587886,0.2601268887519836
default,train_CL_ah_gau/results/group_default_IDP_w_0.9_OP_w_1.0_MDP_w_0.2_10_zeta_1.5_0.001_gauss_delta_mu_0.25_gauss_width_0.1,1.5,0.001,0.9,1.0,0.2,0.09932673199906426,0.07447953517888571,0.12381353798276455,0.12263943681574387,0.20994319327385705,0.15790997782691227,0.12009619217071146,-0.15995670612109725,0.8004928827285767
default,train_CL_ah_gau/results/group_default_IDP_w_1.0_OP_w_1.0_MDP_w_0.4_10_zeta_1.5_0.0005_gauss_delta_mu_0.25_gauss_width_0.1,1.5,0.0005,1.0,1.0,0.4,0.10405233249310572,0.09615321670370827,0.11864639630906378,0.15576836990003082,0.2339169565529292,0.18162846176403322,0.1535496933414634,-0.14961593630005676,1.1705974340438845
default,train_CL_ah_gau/results/group_default_IDP_w_0.8_OP_w_1.0_MDP_w_0.1_10_zeta_1.5_0.001_gauss_delta_mu_0.25_gauss_width_0.1,1.5,0.001,0.8,1.0,0.1,0.082313659607079,0.016237599941721432,0.1209320284161586,0.060343953434543365,0.21411984976745896,0.15014534603734556,0.21445677229774,-0.5718711479470115,0.5720468163490295
default,train_CL_ah_gau/results/group_default_IDP_w_0.5_OP_w_1.0_MDP_w_0.4_10_zeta_1.5_0.0001_gauss_delta_mu_0.25_gauss_width_0.1,1.5,0.0001,0.5,1.0,0.4,0.1153789464631588,0.12193643897190533,0.12915040745034093,0.16754020192389846,0.2077944882879711,0.15709303724921667,0.14920589576502663,-0.14599153066106058,1.0988112688064575
default,train_CL_ah_gau/results/group_default_IDP_w_1.0_OP_w_1.0_MDP_w_0.6_10_zeta_1.5_0.0001_gauss_delta_mu_0.25_gauss_width_0.1,1.5,0.0001,1.0,1.0,0.6,0.11426449938724961,0.1138796774790326,0.12042911769087797,0.15552774048298493,0.23611212713385551,0.1861987167314155,0.1456905149434451,-0.07407137073298688,1.490964412689209
default,train_CL_ah_gau/results/group_default_IDP_w_0.5_OP_w_1.0_MDP_w_0.4_10_zeta_1.5_0.0005_gauss_delta_mu_0.25_gauss_width_0.1,1.5,0.0005,0.5,1.0,0.4,0.11579053306303995,0.1251687513356138,0.11498995766834481,0.14153038392222467,0.225587465233883,0.17229121232988015,0.14196886079713503,-0.052716132690345446,1.1090099811553955
default,train_CL_ah_gau/results/group_default_IDP_w_1.0_OP_w_1.0_MDP_w_1.0_10_zeta_1.5_0.001_gauss_delta_mu_0.25_gauss_width_0.1,1.5,0.001,1.0,1.0,1.0,0.11381332545605222,0.12193011237247499,0.12205599437972711,0.16376281289786032,0.2488903548458181,0.19798467834370143,0.1063268205972555,-0.04211090471494543,2.11098861694336
default,train_CL_ah_gau/results/group_default_IDP_w_1.0_OP_w_1.0_MDP_w_0.4_10_zeta_1.0_1e-05_gauss_delta_mu_0.25_gauss_width_0.1,1.0,1.0,1.0,1.0,0.4,0.11816874335662436,0.12438825410987799,0.11902912910397766,0.1528901675372882,0.2661916813813917,0.2096582097293607,0.11931181571731347,0.0015177415399785744,1.130569338798523
default,train_CL_ah_gau/results/group_default_IDP_w_0.5_OP_w_1.0_MDP_w_0.2_10_zeta_2.0_0.01_gauss_delta_mu_0.25_gauss_width_0.1,2.0,0.01,0.5,1.0,0.2,0.09368828246967954,0.06821574475190809,0.12286283601206134,0.02096865612803278,0.20775651596866473,0.14257958058827896,0.17519192337134085,-0.37289940902159563,0.8498492240905762
